#   nx       ny       nz     intrinsic 0+                               
    0.00    2.50   15.50     -61.68     -74.41
    0.00    2.50   16.00     -61.60     -74.07
    0.00    2.50   16.50     -61.22     -73.69

    0.00    3.00    2.00     -55.00     -65.00
    0.00    3.00    2.50     -55.00     -65.00
    0.00    3.00    3.00     -55.00     -65.00
    0.00    3.00    3.50     -55.00     -65.00
    0.00    3.00    4.00     -55.00     -65.00
    0.00    3.00    4.50     -55.00     -65.00
    0.00    3.00    5.00     -55.00     -65.00
    0.00    3.00    5.50     -55.00     -65.00
    0.00    3.00    6.00     -63.34     -78.47
    0.00    3.00    6.50     -63.42     -79.21
    0.00    3.00    7.00     -64.93     -81.31
    0.00    3.00    7.50     -65.65     -82.30
    0.00    3.00    8.00     -65.92     -82.67
    0.00    3.00    8.50     -65.92     -82.64
    0.00    3.00    9.00     -65.77     -82.38
    0.00    3.00    9.50     -65.53     -81.98
    0.00    3.00   10.00     -65.24     -81.50
    0.00    3.00   10.50     -64.90     -80.96
    0.00    3.00   11.00     -64.55     -80.41
    0.00    3.00   11.50     -64.19     -79.85
    0.00    3.00   12.00     -63.82     -79.31
    0.00    3.00   12.50     -63.45     -78.79
    0.00    3.00   13.00     -63.08     -78.26
    0.00    3.00   13.50     -62.71     -77.81
    0.00    3.00   14.00     -62.35     -77.39
    0.00    3.00   14.50     -62.00     -76.99
    0.00    3.00   15.00     -61.65     -76.63
    0.00    3.00   15.50     -61.30     -76.30
    0.00    3.00   16.00     -61.22     -74.01
    0.00    3.00   16.50     -61.06     -73.74

    0.00    3.50    2.00     -55.00     -65.00
    0.00    3.50    2.50     -55.00     -65.00
    0.00    3.50    3.00     -55.00     -65.00
    0.00    3.50    3.50     -55.00     -65.00
    0.00    3.50    4.00     -55.00     -65.00
    0.00    3.50    4.50     -55.00     -65.00
    0.00    3.50    5.00     -65.86     -76.45
    0.00    3.50    5.50     -68.39     -81.69
    0.00    3.50    6.00     -69.18     -84.11
    0.00    3.50    6.50     -69.30     -85.32
    0.00    3.50    7.00     -69.09     -85.86
    0.00    3.50    7.50     -68.69     -85.98
    0.00    3.50    8.00     -68.20     -85.84
    0.00    3.50    8.50     -67.65     -85.51
    0.00    3.50    9.00     -67.08     -85.06
    0.00    3.50    9.50     -66.50     -84.51
    0.00    3.50   10.00     -65.93     -83.91
    0.00    3.50   10.50     -65.37     -83.24
    0.00    3.50   11.00     -64.83     -82.58
    0.00    3.50   11.50     -64.31     -81.90
    0.00    3.50   12.00     -63.80     -81.23
    0.00    3.50   12.50     -63.31     -80.57
    0.00    3.50   13.00     -62.84     -79.93
    0.00    3.50   13.50     -62.39     -79.32
    0.00    3.50   14.00     -61.96     -78.73
    0.00    3.50   14.50     -61.53     -78.18
    0.00    3.50   15.00     -61.13     -77.65
    0.00    3.50   15.50     -61.22     -74.01
    0.00    3.50   16.00     -61.06     -73.74
    0.00    3.50   16.50     -60.93     -73.54

    0.00    4.00    2.00     -55.00     -65.00
    0.00    4.00    2.50     -55.00     -65.00
    0.00    4.00    3.00     -55.00     -65.00
    0.00    4.00    3.50     -55.00     -65.00
    0.00    4.00    4.00     -71.40     -77.54
    0.00    4.00    4.50     -72.22     -80.76
    0.00    4.00    5.00     -72.76     -84.05
    0.00    4.00    5.50     -72.61     -85.79
    0.00    4.00    6.00     -72.10     -86.68
    0.00    4.00    6.50     -71.41     -87.09
    0.00    4.00    7.00     -70.64     -87.16
    0.00    4.00    7.50     -69.83     -87.04
    0.00    4.00    8.00     -69.02     -86.78
    0.00    4.00    8.50     -68.22     -86.41
    0.00    4.00    9.00     -67.44     -85.95
    0.00    4.00    9.50     -66.69     -85.44
    0.00    4.00   10.00     -65.97     -84.88
    0.00    4.00   10.50     -65.29     -84.28
    0.00    4.00   11.00     -64.64     -83.65
    0.00    4.00   11.50     -64.02     -83.00
    0.00    4.00   12.00     -63.43     -82.34
    0.00    4.00   12.50     -62.88     -81.67
    0.00    4.00   13.00     -62.35     -80.99
    0.00    4.00   13.50     -61.84     -80.33
    0.00    4.00   14.00     -61.36     -79.68
    0.00    4.00   14.50     -61.42     -74.53
    0.00    4.00   15.00     -61.22     -74.01
    0.00    4.00   15.50     -61.06     -73.75
    0.00    4.00   16.00     -60.93     -73.54
    0.00    4.00   16.50     -60.83     -73.21

    0.00    4.50    2.00     -55.00     -65.00
    0.00    4.50    2.50     -55.00     -65.00
    0.00    4.50    3.00     -55.00     -65.00
    0.00    4.50    3.50     -55.00     -65.00
    0.00    4.50    4.00     -72.24     -80.79
    0.00    4.50    4.50     -74.18     -84.57
    0.00    4.50    5.00     -74.27     -86.18
    0.00    4.50    5.50     -73.71     -86.92
    0.00    4.50    6.00     -72.89     -87.24
    0.00    4.50    6.50     -71.96     -87.28
    0.00    4.50    7.00     -70.98     -87.16
    0.00    4.50    7.50     -70.00     -86.92
    0.00    4.50    8.00     -69.04     -86.61
    0.00    4.50    8.50     -68.12     -86.24
    0.00    4.50    9.00     -67.23     -85.83
    0.00    4.50    9.50     -66.39     -85.38
    0.00    4.50   10.00     -65.60     -84.90
    0.00    4.50   10.50     -64.85     -84.39
    0.00    4.50   11.00     -64.14     -83.86
    0.00    4.50   11.50     -63.47     -83.30
    0.00    4.50   12.00     -62.84     -82.71
    0.00    4.50   12.50     -62.25     -82.11
    0.00    4.50   13.00     -61.69     -81.49
    0.00    4.50   13.50     -61.68     -75.48
    0.00    4.50   14.00     -61.42     -74.54
    0.00    4.50   14.50     -61.22     -74.01
    0.00    4.50   15.00     -61.06     -73.75
    0.00    4.50   15.50     -60.93     -73.54
    0.00    4.50   16.00     -60.83     -73.21
    0.00    4.50   16.50     -60.76     -72.50

    0.00    5.00    2.00     -55.00     -65.00
    0.00    5.00    2.50     -55.00     -65.00
    0.00    5.00    3.00     -55.00     -65.00
    0.00    5.00    3.50     -65.86     -76.45
    0.00    5.00    4.00     -72.74     -83.98
    0.00    5.00    4.50     -74.27     -86.18
    0.00    5.00    5.00     -74.26     -86.90
    0.00    5.00    5.50     -73.63     -87.11
    0.00    5.00    6.00     -72.73     -87.05
    0.00    5.00    6.50     -71.72     -86.84
    0.00    5.00    7.00     -70.67     -86.56
    0.00    5.00    7.50     -69.62     -86.23
    0.00    5.00    8.00     -68.60     -85.87
    0.00    5.00    8.50     -67.62     -85.50
    0.00    5.00    9.00     -66.69     -85.11
    0.00    5.00    9.50     -65.81     -84.72
    0.00    5.00   10.00     -64.97     -84.32
    0.00    5.00   10.50     -64.19     -83.90
    0.00    5.00   11.00     -63.45     -83.46
    0.00    5.00   11.50     -62.76     -83.00
    0.00    5.00   12.00     -62.11     -82.52
    0.00    5.00   12.50     -61.50     -82.02
    0.00    5.00   13.00     -61.68     -75.48
    0.00    5.00   13.50     -61.42     -74.53
    0.00    5.00   14.00     -61.22     -74.01
    0.00    5.00   14.50     -61.06     -73.75
    0.00    5.00   15.00     -60.93     -73.54
    0.00    5.00   15.50     -60.83     -73.22
    0.00    5.00   16.00     -60.76     -72.51
    0.00    5.00   16.50     -60.70     -71.22

    0.00    5.50    2.00     -55.00     -65.00
    0.00    5.50    2.50     -55.00     -65.00
    0.00    5.50    3.00     -55.00     -65.00
    0.00    5.50    3.50     -68.40     -81.70
    0.00    5.50    4.00     -72.61     -85.79
    0.00    5.50    4.50     -73.71     -86.92
    0.00    5.50    5.00     -73.63     -87.11
    0.00    5.50    5.50     -73.00     -86.92
    0.00    5.50    6.00     -72.09     -86.56
    0.00    5.50    6.50     -71.06     -86.15
    0.00    5.50    7.00     -69.99     -85.72
    0.00    5.50    7.50     -68.93     -85.29
    0.00    5.50    8.00     -67.89     -84.87
    0.00    5.50    8.50     -66.89     -84.47
    0.00    5.50    9.00     -65.94     -84.09
    0.00    5.50    9.50     -65.05     -83.72
    0.00    5.50   10.00     -64.20     -83.37
    0.00    5.50   10.50     -63.41     -83.01
    0.00    5.50   11.00     -62.66     -82.66
    0.00    5.50   11.50     -62.39     -79.12
    0.00    5.50   12.00     -62.00     -77.00
    0.00    5.50   12.50     -61.68     -75.49
    0.00    5.50   13.00     -61.42     -74.54
    0.00    5.50   13.50     -61.22     -74.01
    0.00    5.50   14.00     -61.06     -73.74
    0.00    5.50   14.50     -60.93     -73.54
    0.00    5.50   15.00     -60.83     -73.21
    0.00    5.50   15.50     -60.76     -72.52
    0.00    5.50   16.00     -60.70     -71.22
    0.00    5.50   16.50     -60.65     -70.20

    0.00    6.00    2.00     -55.00     -65.00
    0.00    6.00    2.50     -55.00     -65.00
    0.00    6.00    3.00     -63.34     -78.47
    0.00    6.00    3.50     -69.19     -84.11
    0.00    6.00    4.00     -72.10     -86.68
    0.00    6.00    4.50     -72.89     -87.23
    0.00    6.00    5.00     -72.74     -87.04
    0.00    6.00    5.50     -72.09     -86.56
    0.00    6.00    6.00     -71.20     -85.97
    0.00    6.00    6.50     -70.17     -85.39
    0.00    6.00    7.00     -69.10     -84.85
    0.00    6.00    7.50     -68.00     -84.36
    0.00    6.00    8.00     -67.03     -83.78
    0.00    6.00    8.50     -66.04     -83.34
    0.00    6.00    9.00     -65.09     -82.93
    0.00    6.00    9.50     -64.20     -83.35
    0.00    6.00   10.00     -63.47     -83.35
    0.00    6.00   10.50     -62.87     -81.54
    0.00    6.00   11.00     -62.39     -79.14
    0.00    6.00   11.50     -62.00     -77.02
    0.00    6.00   12.00     -61.68     -75.49
    0.00    6.00   12.50     -61.42     -74.54
    0.00    6.00   13.00     -61.22     -74.01
    0.00    6.00   13.50     -61.06     -73.74
    0.00    6.00   14.00     -60.93     -73.54
    0.00    6.00   14.50     -60.83     -73.21
    0.00    6.00   15.00     -60.76     -72.51
    0.00    6.00   15.50     -60.70     -71.21
    0.00    6.00   16.00     -60.65     -70.19
    0.00    6.00   16.50     -60.58     -70.27

    0.00    6.50    2.00     -55.00     -65.00
    0.00    6.50    2.50     -55.00     -65.00
    0.00    6.50    3.00     -63.35     -79.13
    0.00    6.50    3.50     -69.30     -85.31
    0.00    6.50    4.00     -71.41     -87.08
    0.00    6.50    4.50     -71.96     -87.28
    0.00    6.50    5.00     -71.72     -86.84
    0.00    6.50    5.50     -71.06     -86.14
    0.00    6.50    6.00     -70.19     -85.37
    0.00    6.50    6.50     -69.19     -84.61
    0.00    6.50    7.00     -68.15     -83.92
    0.00    6.50    7.50     -67.10     -83.31
    0.00    6.50    8.00     -66.10     -82.67
    0.00    6.50    8.50     -65.09     -82.29
    0.00    6.50    9.00     -64.20     -83.45
    0.00    6.50    9.50     -63.47     -83.37
    0.00    6.50   10.00     -62.88     -81.55
    0.00    6.50   10.50     -62.39     -79.15
    0.00    6.50   11.00     -62.00     -77.02
    0.00    6.50   11.50     -61.68     -75.49
    0.00    6.50   12.00     -61.42     -74.54
    0.00    6.50   12.50     -61.22     -74.01
    0.00    6.50   13.00     -61.06     -73.74
    0.00    6.50   13.50     -60.93     -73.53
    0.00    6.50   14.00     -60.83     -73.21
    0.00    6.50   14.50     -60.76     -72.51
    0.00    6.50   15.00     -60.70     -71.21
    0.00    6.50   15.50     -60.65     -70.19
    0.00    6.50   16.00     -60.58     -70.27
    0.00    6.50   16.50     -60.48     -70.30

    0.00    7.00    2.00     -55.00     -65.00
    0.00    7.00    2.50     -55.00     -66.55
    0.00    7.00    3.00     -64.93     -81.29
    0.00    7.00    3.50     -69.09     -85.84
    0.00    7.00    4.00     -70.64     -87.15
    0.00    7.00    4.50     -70.98     -87.14
    0.00    7.00    5.00     -70.67     -86.54
    0.00    7.00    5.50     -69.99     -85.70
    0.00    7.00    6.00     -69.13     -84.79
    0.00    7.00    6.50     -68.16     -83.90
    0.00    7.00    7.00     -67.14     -83.08
    0.00    7.00    7.50     -66.13     -82.34
    0.00    7.00    8.00     -65.12     -81.70
    0.00    7.00    8.50     -64.20     -83.44
    0.00    7.00    9.00     -63.47     -83.37
    0.00    7.00    9.50     -62.88     -81.56
    0.00    7.00   10.00     -62.39     -79.15
    0.00    7.00   10.50     -62.00     -77.02
    0.00    7.00   11.00     -61.68     -75.49
    0.00    7.00   11.50     -61.42     -74.54
    0.00    7.00   12.00     -61.22     -74.00
    0.00    7.00   12.50     -61.06     -73.73
    0.00    7.00   13.00     -60.93     -73.53
    0.00    7.00   13.50     -60.83     -73.20
    0.00    7.00   14.00     -60.76     -72.50
    0.00    7.00   14.50     -60.70     -71.21
    0.00    7.00   15.00     -60.65     -70.19
    0.00    7.00   15.50     -60.58     -70.26
    0.00    7.00   16.00     -60.48     -70.30
    0.00    7.00   16.50     -60.36     -70.30

    0.00    7.50    2.00     -55.00     -65.00
    0.00    7.50    2.50     -58.23     -72.44
    0.00    7.50    3.00     -65.65     -82.26
    0.00    7.50    3.50     -68.69     -85.95
    0.00    7.50    4.00     -69.83     -87.02
    0.00    7.50    4.50     -70.00     -86.90
    0.00    7.50    5.00     -69.62     -86.21
    0.00    7.50    5.50     -68.93     -85.26
    0.00    7.50    6.00     -68.07     -84.25
    0.00    7.50    6.50     -67.12     -83.25
    0.00    7.50    7.00     -66.13     -82.32
    0.00    7.50    7.50     -65.14     -81.48
    0.00    7.50    8.00     -64.20     -83.43
    0.00    7.50    8.50     -63.47     -83.36
    0.00    7.50    9.00     -62.88     -81.54
    0.00    7.50    9.50     -62.39     -79.16
    0.00    7.50   10.00     -62.00     -77.01
    0.00    7.50   10.50     -61.68     -75.48
    0.00    7.50   11.00     -61.42     -74.53
    0.00    7.50   11.50     -61.22     -74.01
    0.00    7.50   12.00     -61.06     -73.73
    0.00    7.50   12.50     -60.93     -73.53
    0.00    7.50   13.00     -60.83     -73.20
    0.00    7.50   13.50     -60.76     -72.50
    0.00    7.50   14.00     -60.70     -71.20
    0.00    7.50   14.50     -60.65     -70.18
    0.00    7.50   15.00     -60.58     -70.25
    0.00    7.50   15.50     -60.48     -70.29
    0.00    7.50   16.00     -60.36     -70.29
    0.00    7.50   16.50     -60.22     -70.27

    0.00    8.00    2.00     -55.00     -65.00
    0.00    8.00    2.50     -60.67     -74.89
    0.00    8.00    3.00     -65.92     -82.61
    0.00    8.00    3.50     -68.20     -85.79
    0.00    8.00    4.00     -69.02     -86.74
    0.00    8.00    4.50     -69.04     -86.57
    0.00    8.00    5.00     -68.60     -85.84
    0.00    8.00    5.50     -67.89     -84.84
    0.00    8.00    6.00     -67.03     -83.75
    0.00    8.00    6.50     -66.10     -82.67
    0.00    8.00    7.00     -65.13     -81.64
    0.00    8.00    7.50     -64.20     -83.43
    0.00    8.00    8.00     -63.47     -83.34
    0.00    8.00    8.50     -62.87     -81.50
    0.00    8.00    9.00     -62.39     -79.12
    0.00    8.00    9.50     -62.00     -76.99
    0.00    8.00   10.00     -61.68     -75.48
    0.00    8.00   10.50     -61.42     -74.53
    0.00    8.00   11.00     -61.22     -74.00
    0.00    8.00   11.50     -61.06     -73.73
    0.00    8.00   12.00     -60.93     -73.53
    0.00    8.00   12.50     -60.83     -73.19
    0.00    8.00   13.00     -60.76     -72.50
    0.00    8.00   13.50     -60.70     -71.19
    0.00    8.00   14.00     -60.65     -70.17
    0.00    8.00   14.50     -60.58     -70.25
    0.00    8.00   15.00     -60.48     -70.28
    0.00    8.00   15.50     -60.36     -70.29
    0.00    8.00   16.00     -60.22     -70.26
    0.00    8.00   16.50     -60.06     -70.21

    0.00    8.50    2.00     -55.00     -65.00
    0.00    8.50    2.50     -62.05     -76.14
    0.00    8.50    3.00     -65.92     -82.56
    0.00    8.50    3.50     -67.65     -85.44
    0.00    8.50    4.00     -68.22     -86.35
    0.00    8.50    4.50     -68.12     -86.19
    0.00    8.50    5.00     -67.62     -85.45
    0.00    8.50    5.50     -66.89     -84.43
    0.00    8.50    6.00     -66.04     -83.29
    0.00    8.50    6.50     -65.11     -82.15
    0.00    8.50    7.00     -64.20     -83.44
    0.00    8.50    7.50     -63.47     -83.36
    0.00    8.50    8.00     -62.87     -81.50
    0.00    8.50    8.50     -62.39     -79.16
    0.00    8.50    9.00     -62.00     -77.00
    0.00    8.50    9.50     -61.68     -75.48
    0.00    8.50   10.00     -61.42     -74.53
    0.00    8.50   10.50     -61.22     -74.00
    0.00    8.50   11.00     -61.06     -73.73
    0.00    8.50   11.50     -60.93     -73.52
    0.00    8.50   12.00     -60.83     -73.19
    0.00    8.50   12.50     -60.76     -72.47
    0.00    8.50   13.00     -60.70     -71.19
    0.00    8.50   13.50     -60.65     -70.16
    0.00    8.50   14.00     -60.58     -70.23
    0.00    8.50   14.50     -60.48     -70.27
    0.00    8.50   15.00     -60.36     -70.28
    0.00    8.50   15.50     -60.22     -70.25
    0.00    8.50   16.00     -60.06     -70.19
    0.00    8.50   16.50     -59.88     -70.12

    0.00    9.00    2.00     -56.68     -66.47
    0.00    9.00    2.50     -62.81     -76.67
    0.00    9.00    3.00     -65.77     -82.27
    0.00    9.00    3.50     -67.08     -84.96
    0.00    9.00    4.00     -67.44     -85.88
    0.00    9.00    4.50     -67.23     -85.76
    0.00    9.00    5.00     -66.69     -85.05
    0.00    9.00    5.50     -65.94     -84.03
    0.00    9.00    6.00     -65.09     -82.87
    0.00    9.00    6.50     -64.20     -83.39
    0.00    9.00    7.00     -63.47     -83.36
    0.00    9.00    7.50     -62.88     -81.54
    0.00    9.00    8.00     -62.39     -79.10
    0.00    9.00    8.50     -62.00     -77.00
    0.00    9.00    9.00     -61.68     -75.48
    0.00    9.00    9.50     -61.42     -74.53
    0.00    9.00   10.00     -61.22     -74.00
    0.00    9.00   10.50     -61.06     -73.72
    0.00    9.00   11.00     -60.93     -73.52
    0.00    9.00   11.50     -60.83     -73.19
    0.00    9.00   12.00     -60.76     -72.47
    0.00    9.00   12.50     -60.70     -71.17
    0.00    9.00   13.00     -60.65     -70.15
    0.00    9.00   13.50     -60.58     -70.22
    0.00    9.00   14.00     -60.48     -70.26
    0.00    9.00   14.50     -60.36     -70.26
    0.00    9.00   15.00     -60.22     -70.24
    0.00    9.00   15.50     -60.06     -70.18
    0.00    9.00   16.00     -59.88     -70.10
    0.00    9.00   16.50     -59.69     -70.01

    0.00    9.50    2.00     -58.65     -68.45
    0.00    9.50    2.50     -63.24     -76.85
    0.00    9.50    3.00     -65.53     -81.83
    0.00    9.50    3.50     -66.50     -84.39
    0.00    9.50    4.00     -66.69     -85.34
    0.00    9.50    4.50     -66.39     -85.29
    0.00    9.50    5.00     -65.81     -84.63
    0.00    9.50    5.50     -65.05     -83.64
    0.00    9.50    6.00     -64.20     -83.35
    0.00    9.50    6.50     -63.47     -83.37
    0.00    9.50    7.00     -62.38     -80.10
    0.00    9.50    7.50     -62.39     -79.16
    0.00    9.50    8.00     -62.00     -76.99
    0.00    9.50    8.50     -61.68     -75.46
    0.00    9.50    9.00     -61.42     -74.54
    0.00    9.50    9.50     -61.22     -74.00
    0.00    9.50   10.00     -61.06     -73.72
    0.00    9.50   10.50     -60.93     -73.52
    0.00    9.50   11.00     -60.83     -73.17
    0.00    9.50   11.50     -60.76     -72.47
    0.00    9.50   12.00     -60.70     -71.15
    0.00    9.50   12.50     -60.65     -70.13
    0.00    9.50   13.00     -60.58     -70.21
    0.00    9.50   13.50     -60.48     -70.25
    0.00    9.50   14.00     -60.36     -70.25
    0.00    9.50   14.50     -60.22     -70.22
    0.00    9.50   15.00     -60.06     -70.17
    0.00    9.50   15.50     -59.88     -70.09
    0.00    9.50   16.00     -59.69     -69.99
    0.00    9.50   16.50     -59.49     -69.88

    0.00   10.00    2.00     -59.86     -69.61
    0.00   10.00    2.50     -63.46     -76.82
    0.00   10.00    3.00     -65.24     -81.31
    0.00   10.00    3.50     -65.93     -83.75
    0.00   10.00    4.00     -65.97     -84.74
    0.00   10.00    4.50     -65.60     -84.78
    0.00   10.00    5.00     -64.97     -84.20
    0.00   10.00    5.50     -64.20     -83.26
    0.00   10.00    6.00     -63.47     -83.35
    0.00   10.00    6.50     -62.88     -81.55
    0.00   10.00    7.00     -62.39     -79.15
    0.00   10.00    7.50     -62.00     -77.01
    0.00   10.00    8.00     -61.68     -75.46
    0.00   10.00    8.50     -61.42     -74.53
    0.00   10.00    9.00     -61.22     -74.01
    0.00   10.00    9.50     -61.06     -73.72
    0.00   10.00   10.00     -60.93     -73.51
    0.00   10.00   10.50     -60.83     -73.16
    0.00   10.00   11.00     -60.76     -72.44
    0.00   10.00   11.50     -60.70     -71.14
    0.00   10.00   12.00     -60.65     -70.12
    0.00   10.00   12.50     -60.58     -70.19
    0.00   10.00   13.00     -60.48     -70.23
    0.00   10.00   13.50     -60.36     -70.23
    0.00   10.00   14.00     -60.22     -70.20
    0.00   10.00   14.50     -60.06     -70.15
    0.00   10.00   15.00     -59.88     -70.07
    0.00   10.00   15.50     -59.69     -69.97
    0.00   10.00   16.00     -59.49     -69.86
    0.00   10.00   16.50     -59.28     -69.72

    0.00   10.50    2.00     -60.74     -70.52
    0.00   10.50    2.50     -63.54     -76.67
    0.00   10.50    3.00     -64.90     -80.73
    0.00   10.50    3.50     -65.37     -83.04
    0.00   10.50    4.00     -65.29     -84.11
    0.00   10.50    4.50     -64.85     -84.24
    0.00   10.50    5.00     -64.19     -83.75
    0.00   10.50    5.50     -63.41     -82.88
    0.00   10.50    6.00     -62.87     -81.54
    0.00   10.50    6.50     -62.39     -79.15
    0.00   10.50    7.00     -62.00     -77.02
    0.00   10.50    7.50     -61.68     -75.45
    0.00   10.50    8.00     -61.42     -74.54
    0.00   10.50    8.50     -61.22     -74.01
    0.00   10.50    9.00     -61.06     -73.72
    0.00   10.50    9.50     -60.93     -73.51
    0.00   10.50   10.00     -60.83     -73.15
    0.00   10.50   10.50     -60.76     -72.43
    0.00   10.50   11.00     -60.70     -71.13
    0.00   10.50   11.50     -60.65     -70.10
    0.00   10.50   12.00     -60.58     -70.18
    0.00   10.50   12.50     -60.48     -70.21
    0.00   10.50   13.00     -60.36     -70.21
    0.00   10.50   13.50     -60.22     -70.19
    0.00   10.50   14.00     -60.06     -70.13
    0.00   10.50   14.50     -59.88     -70.06
    0.00   10.50   15.00     -59.69     -69.96
    0.00   10.50   15.50     -59.49     -69.84
    0.00   10.50   16.00     -59.28     -69.71
    0.00   10.50   16.50     -59.05     -69.56

    0.00   11.00    2.00     -61.31     -71.10
    0.00   11.00    2.50     -63.52     -76.46
    0.00   11.00    3.00     -64.55     -80.13
    0.00   11.00    3.50     -64.83     -82.33
    0.00   11.00    4.00     -64.64     -83.43
    0.00   11.00    4.50     -64.14     -83.66
    0.00   11.00    5.00     -63.45     -83.28
    0.00   11.00    5.50     -62.66     -82.49
    0.00   11.00    6.00     -62.39     -79.14
    0.00   11.00    6.50     -62.00     -77.02
    0.00   11.00    7.00     -61.68     -75.46
    0.00   11.00    7.50     -61.42     -74.52
    0.00   11.00    8.00     -61.22     -74.00
    0.00   11.00    8.50     -61.06     -73.72
    0.00   11.00    9.00     -60.93     -73.50
    0.00   11.00    9.50     -60.83     -73.14
    0.00   11.00   10.00     -60.76     -72.41
    0.00   11.00   10.50     -60.70     -71.12
    0.00   11.00   11.00     -60.65     -70.09
    0.00   11.00   11.50     -60.58     -70.16
    0.00   11.00   12.00     -60.48     -70.20
    0.00   11.00   12.50     -60.36     -70.20
    0.00   11.00   13.00     -60.22     -70.17
    0.00   11.00   13.50     -60.06     -70.12
    0.00   11.00   14.00     -59.88     -70.04
    0.00   11.00   14.50     -59.69     -69.94
    0.00   11.00   15.00     -59.49     -69.82
    0.00   11.00   15.50     -59.28     -69.69
    0.00   11.00   16.00     -59.05     -69.54
    0.00   11.00   16.50     -58.83     -69.38

    0.00   11.50    2.00     -61.71     -71.58
    0.00   11.50    2.50     -63.44     -76.22
    0.00   11.50    3.00     -64.19     -79.52
    0.00   11.50    3.50     -64.31     -81.61
    0.00   11.50    4.00     -64.02     -82.74
    0.00   11.50    4.50     -63.47     -83.06
    0.00   11.50    5.00     -62.76     -82.78
    0.00   11.50    5.50     -62.39     -79.12
    0.00   11.50    6.00     -62.00     -77.02
    0.00   11.50    6.50     -61.68     -75.47
    0.00   11.50    7.00     -61.42     -74.53
    0.00   11.50    7.50     -61.22     -74.00
    0.00   11.50    8.00     -61.06     -73.71
    0.00   11.50    8.50     -60.93     -73.50
    0.00   11.50    9.00     -60.83     -73.14
    0.00   11.50    9.50     -60.76     -72.40
    0.00   11.50   10.00     -60.70     -71.10
    0.00   11.50   10.50     -60.65     -70.07
    0.00   11.50   11.00     -60.58     -70.15
    0.00   11.50   11.50     -60.48     -70.18
    0.00   11.50   12.00     -60.36     -70.18
    0.00   11.50   12.50     -60.22     -70.15
    0.00   11.50   13.00     -60.06     -70.10
    0.00   11.50   13.50     -59.88     -70.02
    0.00   11.50   14.00     -59.69     -69.92
    0.00   11.50   14.50     -59.49     -69.81
    0.00   11.50   15.00     -59.28     -69.67
    0.00   11.50   15.50     -59.05     -69.52
    0.00   11.50   16.00     -58.83     -69.36
    0.00   11.50   16.50     -58.59     -69.19

    0.00   12.00    2.00     -61.94     -71.88
    0.00   12.00    2.50     -63.30     -75.97
    0.00   12.00    3.00     -63.82     -78.93
    0.00   12.00    3.50     -63.80     -80.89
    0.00   12.00    4.00     -63.43     -82.02
